Cód. Município,Qtde Municípios,Nome do Município,UF,Número e Ano,Categoria,Qtde de Papéis,Papel do Estado,Classificação da instituição do AMI
3146503,1,PAINS,MG,13 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3148004,1,PATOS DE MINAS,MG,355 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3152204,1,PORTEIRINHA,MG,1712 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3154606,1,RIBEIRAO DAS NEVES,MG,3397 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3157807,1,SANTA LUZIA,MG,3122 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3162500,1,SAO JOAO DEL REI,MG,4517 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3162906,1,SAO JOAO NEPOMUCENO,MG,2890 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3164704,1,SAO SEBASTIAO DO PARAISO,MG,27 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3167202,1,SETE LAGOAS,MG,7951 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3170404,1,UNAI,MG,2705 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3200607,1,ARACRUZ,ES,3762 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3205002,1,SERRA,ES,3530 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3205101,1,VIANA,ES,2920 / 2018,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3205200,1,VILA VELHA,ES,4976 / 2010,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
3300100,1,ANGRA DOS REIS,RJ,3758 / 2018,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3301009,1,CAMPOS DOS GOYTACAZES,RJ,8768 / 2017,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3301009,1,CAMPOS DOS GOYTACAZES,RJ,8819 / 2018,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
3302858,1,MESQUITA,RJ,870 / 2014,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3303302,1,NITEROI,RJ,3564 / 2020,Lei de inovação,1,Fiador,Instituição de incentivos fiscais à inovação
3305208,1,SAO PEDRO DA ALDEIA,RJ,2756 / 2018,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3305703,1,SUMIDOURO,RJ,996 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3306107,1,VALENCA,RJ,122 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3502705,1,APIAI,SP,189 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3502754,1,ARACARIGUAMA,SP,100 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3503208,1,ARARAQUARA,SP,7326 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3503307,1,ARARAS,SP,11 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3504107,1,ATIBAIA,SP,564 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3504107,1,ATIBAIA,SP,678 / 2013,Lei de inovação,1,Fiador,Instituição do ecossistema de inovação
3505906,1,Batatais,SP,3252 / 2013,Projeto de LMI,1,Fiador,Instituição da lei geral das micro empresas
3506359,1,BERTIOGA,SP,85 / 2012,Projeto de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3507001,1,BOITUVA,SP,2173 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3507506,1,BOTUCATU,SP,783 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3509502,1,CAMPINAS,SP,12653 / 2006,Lei de inovação,1,Fiador,Instituição de incentivos fiscais à inovação
3509502,1,CAMPINAS,SP,16165 / 2021,Lei de inovação,1,Fiador,Instituição do ecossistema de CT&I
3509700,1,CAMPOS DO JORDAO,SP,3108 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3513405,1,CRUZEIRO,SP,4100 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3513801,1,DIADEMA,SP,313 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3515509,1,FERNANDOPOLIS,SP,72 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3516408,1,Franco da Rocha,SP,153 / 2010,Lei de inovação,1,Fiador,Instituição de tratamento diferenciado a empresas
3516705,1,GARCA,SP,4355 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3516705,1,GARCA,SP,5458 / 2022,Lei de inovação,1,Fiador,Instituição do ecossistema de CT&I
3517406,1,GUAIRA,SP,2270 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3520400,1,ILHABELA,SP,603 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3520442,1,ILHA SOLTEIRA,SP,239 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3522307,1,ITAPETININGA,SP,47 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3523107,1,ITAQUAQUECETUBA,SP,2562 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3524303,1,JABOTICABAL,SP,2085 / 2007,Lei de inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3524303,1,JABOTICABAL,SP,85 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3524402,1,JACAREI,SP,5591 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3525904,1,JUNDIAI,SP,8113 / 2009,Lei de inovação,1,Fiador,Instituição de politica de CT&I com instrumentos básicos
3525904,1,JUNDIAI,SP,9716 / 2022,Lei de inovação,1,Fiador,Instituição do ecossistema de CT&I
3526902,1,Limeira,SP,4863 / 2011,Lei de inovação,1,Fiador,Instituição de incentivos a micro empresa
3529401,1,MAUA,SP,4506 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3530607,1,MOGI DAS CRUZES,SP,56 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3532009,1,MORUNGABA,SP,1208 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3534401,1,OSASCO,SP,213 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3535507,1,PARAGUACU PAULISTA,SP,83 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3536505,1,PAULINIA,SP,52 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3537404,1,PEREIRA BARRETO,SP,35 / 2007,Lei de inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3537602,1,PERUIBE,SP,144 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3538105,1,PINDORAMA,SP,2047 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3538709,1,PIRACICABA,SP,280 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3539202,1,PIRAPOZINHO,SP,3654 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3539806,1,POA,SP,3436 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3540002,1,POMPEIA,SP,39 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3540606,1,PORTO FELIZ,SP,4551 / 2007,Lei de inovação,1,Fiador,Instituição de incentivos básicos à inovação
3540705,1,PORTO FERREIRA,SP,120 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3542602,1,REGISTRO,SP,1829 / 2019,Lei de inovação,1,Fiador,Instituição de politica de CT&I com instrumentos básicos
3543303,1,RIBEIRAO PIRES,SP,5418 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3547809,1,SANTO ANDRE,SP,9407 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3548500,1,SANTOS,SP,820 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3548708,1,SAO BERNARDO DO CAMPO,SP,6036 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3548906,1,SAO CARLOS,SP,14202 / 2007,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
3548906,1,SAO CARLOS,SP,15247 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3549805,1,SAO JOSE DO RIO PRETO,SP,10029 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3550209,1,SAO MIGUEL ARCANJO,SP,2878 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3550308,1,SAO PAULO,SP,437 / 2018,Projeto de LMI,1,Fiador,Instituição do ecossistema de CT&I
3552205,1,SOROCABA,SP,9114 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3552205,1,SOROCABA,SP,9449 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3552403,1,SUMARE,SP,5263 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3552809,1,TABOAO DA SERRA,SP,1916 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
3556453,1,Vargem Grande Paulista,SP,744 / 2013,Lei de inovação,1,Fiador,Instituição de bases gerais da micro e pequenas empresas
4101101,1,ANDIRA,PR,2868 / 2017,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4101804,1,ARACAURIA,PR,3494 / 2019,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4103602,1,CAMBARA,PR,60 / 2015,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4104303,1,CAMPO MOURAO,PR,4145 / 2020,Lei de inovação,1,Fiador,Instituição de incentivos à inovação e pesquisa
4104303,1,CAMPO MOURAO,PR,9538 / 2022,Decreto de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4104428,1,CANDOI,PR,50 / 2008,Projeto de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4104808,1,CASCAVEL,PR,52 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4105300,1,CEU AZUL,PR,1 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4106902,1,CURITIBA,PR,11558 / 2005,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4106902,1,CURITIBA,PR,15536 / 2019,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4107652,1,FAZENDA RIO GRANDE,PR,39 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4108403,1,FRANCISCO BELTRAO,PR,3436 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4108908,1,GUAIRA,PR,1 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4109807,1,Ibipora,PR,2309 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4109807,1,Ibipora,PR,3206 / 2022,Lei de inovação,1,Fiador,Instituição da politica de CT&I e concede incentivos
4111704,1,Jaboti,PR,197 / 2022,Lei de inovação,1,Fiador,Instituição de politica de CT&I com instrumentos básicos
4113700,1,LONDRINA,PR,10778 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4113700,1,LONDRINA,PR,12079 / 2014,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4114302,1,MANDIRITUBA,PR,8 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4115200,1,MARINGA,PR,1251 / 2020,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4117602,1,PALMAS,PR,2782 / 2020,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4117800,1,Palmital,PR,22 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado à empresas
4117909,1,PALOTINA,PR,140 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4118501,1,PATO BRANCO,PR,34 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4119152,1,PINHAIS,PR,2290 / 2020,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4119152,1,PINHAIS,PR,2355 / 2021,Lei de inovação,1,Fiador,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
4119608,1,PITANGA,PR,15 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4119905,1,PONTA GROSSA,PR,9603 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas
4120309,1,PORTO VITORIA,PR,10 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4120853,1,QUATRO PONTES,PR,1556 / 2014,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4123808,1,SANTA IZABEL DO OESTE,PR,967 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4124103,1,SANTO ANTONIO DA PLATINA,PR,1607 / 2016,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4125506,1,SAO JOSE DOS PINHAIS,PR,3139 / 2018,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4125506,1,SAO JOSE DOS PINHAIS,PR,71 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4127106,1,TELEMACO BORBA,PR,2126 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4127403,1,TERRA ROXA,PR,1390 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4128500,1,WENCESLAU BRAZ,PR,2839 / 2018,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4128559,1,VERA CRUZ DO OESTE,PR,1311 / 2020,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4202404,1,BLUMENAU,SC,1253 / 2019,Lei de inovação,1,Fiador,Instituição de incentivos econômicos e fiscais para inovação
4202404,1,BLUMENAU,SC,12990 / 2021,Decreto de inovação,1,Fiador,Instituição de incentivos fiscais à inovação
4202404,1,BLUMENAU,SC,179 / 1998,Lei de inovação,1,Fiador,Instituição de incentivos econômicos e fiscais para inovação
4202859,1,BRAGANCA PAULISTA,SP,599 / 2007,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4203006,1,CACADOR,SC,2563 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4204202,1,CHAPECO,SC,6476 / 2013,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4204301,1,CONCORDIA,SC,5029 / 2017,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4204301,1,CONCORDIA,SC,5569 / 2021,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4205407,1,FLORIANOPOLIS,SC,17962 / 2017,Decreto de inovação,1,Fiador,Decreto de inovação
4207577,1,IOMERE,SC,565 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4211306,1,NAVEGANTES,SC,124 / 2011,Lei de inovação,1,Fiador,Instituição de incentivos fiscais à inovação
4211702,1,Orleans,SC,43 / 2022,Projeto de LMI,1,Fiador,Instituição de politica de desenvolvimento econômico
4211900,1,PALHOCA,SC,192 / 2015,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4211900,1,PALHOCA,SC,4292 / 2015,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4211900,1,PALHOCA,SC,4293 / 2015,Lei de inovação,1,Fiador,Instituição de incentivos econômicos e fiscais para inovação
4212908,1,Pinhalzinho,SC,211 / 2022,Lei de inovação,1,Fiador,Instituição de instrumentos básicos
4212908,1,Pinhalzinho,SC,211 / 2022,Lei de inovação,1,Fiador,Instituição de instrumentos básicos do ecossistema
4215406,1,SALTO,SP,2871 / 2008,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4218707,1,TUBARAO,SC,518358 / 2015,Projeto de LMI,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4300406,1,ALEGRETE,RS,31 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4300604,1,ALVORADA,RS,3104 / 2017,Lei de inovação,1,Fiador,Instituição de incentivos fiscais à inovação
4300604,1,ALVORADA,RS,3329 / 2019,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4301602,1,BAGE,RS,5517 / 2015,Lei de inovação,1,Fiador,Instituição do ecossistema de inovação
4303103,1,CACHOEIRINHA,RS,3532 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4304358,1,CANDIOTA,RS,1369 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4304408,1,CANELA,RS,24 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4304408,1,CANELA,RS,4439 / 2020,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4304606,1,CANOAS,RS,5600 / 2011,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4304630,1,CAPAO DA CANOA,RS,31 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4305108,1,CAXIAS DO SUL,RS,556 / 2018,Projeto de LMI,1,Fiador,Instituição de incentivos fiscais à inovação
4305504,1,CIRIACO,RS,1545 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4305871,1,CORONEL BARROS,RS,1698 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4307906,1,FARROUPILHA,RS,4167 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4307906,1,FARROUPILHA,RS,4571 / 2019,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4309209,1,GRAVATAI,RS,3278 / 2012,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4309308,1,GUAIBA,RS,2578 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4310207,1,IJUI,RS,5800 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4310306,1,Ilopolis,SC,2534 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de estímulos às empresas
4311403,1,LAJEADO,RS,10134 / 2016,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4311403,1,LAJEADO,RS,8225 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4311403,1,LAJEADO,RS,9911 / 2015,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4313409,1,Novo Hamburgo,RS,2020 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas
4313706,1,PALMEIRA DAS MISSOES,RS,5036 / 2016,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4314407,1,PELOTAS,RS,5645 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4314902,1,PORTO ALEGRE,RS,883 / 2020,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4315503,1,RESTINGA SECA,RS,2579 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4315602,1,RIO GRANDE,RS,8338 / 2019,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4315602,1,RIO GRANDE,RS,8830 / 2022,Lei de inovação,1,Fiador,Instituição da politica de CT&I e concede incentivos
4316006,1,ROLANTE,RS,4061 / 2017,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4316808,1,SANTA CRUZ DO SUL,RS,5874 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4316907,1,SANTA MARIA,RS,5245 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4317400,1,SANTIAGO,RS,34 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4317509,1,SANTO ANGELO,RS,3337 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4318200,1,SAO FRANCISCO DE PAULA,RS,3643 / 2021,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4318309,1,São Gabriel,RS,3235 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas
4318705,1,SAO LEOPOLDO,RS,6058 / 2006,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
4318705,1,SAO LEOPOLDO,RS,7043 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4318705,1,SAO LEOPOLDO,RS,7324 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4318903,1,SAO LUIZ GONZAGA,RS,4868 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4319901,1,SAPIRANGA,RS,6816 / 2021,Lei de inovação,1,Fiador,Instituição de incentivos à inovação
4321501,1,TORRES,RS,4721 / 2014,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
4323002,1,VIAMAO,RS,4194 / 2014,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5002951,1,CHAPADAO DO SUL,MS,45 / 2007,Lei de inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5003256,1,COSTA RICA,MS,75 / 2017,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5005400,1,MARACAJU,MS,72 / 2011,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5005707,1,NAVIRAI,MS,1777 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5006275,1,PARAISO DAS AGUAS,MS,1 / 2013,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5006275,1,PARAISO DAS AGUAS,MS,30 / 2016,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5102504,1,CACERES,MT,81 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5102702,1,CANARANA,MT,907 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5103403,1,CUIABA,MT,192 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5103858,1,GAUCHA DO NORTE,MT,373 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5105259,1,LUCAS DO RIO VERDE,MT,2860 / 2018,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
5105622,1,MIRASSOL DO OESTE,MT,933 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5106224,1,NOVA MUTUM,MT,1186 / 2009,Projeto de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5107404,1,SAO PEDRO DA CIPA,MT,365 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5107768,1,SANTA RITA DO TRIVELATO,MT,30 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5107909,1,SINOP,MT,1278 / 2010,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5108501,1,VERA,MT,884 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5201108,1,ANAPOLIS,GO,217 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5201108,1,ANAPOLIS,GO,3064 / 2004,Lei de inovação,1,Fiador,Instituição de fundo municipal de incentivos à inovação
5208004,1,FORMOSA,GO,824 / 2003,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
5211206,1,ITAPURANGA,GO,8 / 2009,Lei de estimulo à inovação,1,Fiador,Instituição de tratamento diferenciado a empresas de inovação
1200401,1,RIO BRANCO,AC,2229 / 2017,Lei de inovação,1,Moderador,Instituição de politica de tecnologia da informação
1501402,1,Belem,PA,238 / 2022,Projeto de LMI,1,Moderador,Instituição de zonas de inovação
3132404,1,ITAJUBA,MG,3172 / 2016,Lei de inovação,1,Moderador,Instituição de outras parcerias
3132404,1,ITAJUBA,MG,3194 / 2017,Lei de inovação,1,Moderador,Instituição de outras parcerias
3200607,1,ARACRUZ,ES,4304 / 2020,Lei de inovação,1,Moderador,Instituição de outras parcerias
3205200,1,VILA VELHA,ES,6759 / 2022,Lei de inovação,1,Moderador,Instituição de outras parcerias
3511300,1,CEDRAL,SP,2593 / 2021,Lei de inovação,1,Moderador,Instituição de outras parcerias
3528007,1,Macatuba,SP,3005 / 2022,Lei de inovação,1,Moderador,Instituição de zonas de inovação
3530300,1,MIRASSOL,SP,4083 / 2017,Lei de inovação,1,Moderador,Instituição de outras parcerias
